STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150211,0.00, , ,W,2400,7.9, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,34, , ,W,2400,22, , ,W,2400,6.49, , ,W,9999,50, , ,W,9999,60, , ,W,9999,18.1, , ,W,9999,25.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150212,0.00,T, ,W,2400,7.9, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,40, , ,W,2400,16, , ,W,2400,7.38, , ,W,9999,310, , ,W,9999,320, , ,W,9999,21.9, , ,W,9999,38.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150213,0.00, , ,W,2400,7.9, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,21, , ,W,2400,8, , ,W,2400,9.17, , ,W,9999,310, , ,W,9999,300, , ,W,9999,21.9, , ,W,9999,36.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150214,0.02, , ,W,2400,7.9, , ,W,9999,0.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,32, , ,W,2400,16, , ,W,2400,5.37, , ,W,9999,10, , ,W,9999,250, , ,W,9999,14.1, , ,W,9999,23.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150215,0.00,T, ,W,2400,9.1, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,25, , ,W,2400,4, , ,W,2400,14.54, , ,W,9999,300, , ,W,9999,310, , ,W,9999,23.0, , ,W,9999,42.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150216,0.00, , ,W,2400,9.1, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,21, , ,W,2400,3, , ,W,2400,6.93, , ,W,9999,310, , ,W,9999,320, , ,W,9999,21.0, , ,W,9999,36.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150217,0.14, , ,W,2400,11.8, , ,W,9999,3.3, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,27, , ,W,2400,14, , ,W,2400,4.70, , ,W,9999,50, , ,W,9999,30, , ,W,9999,12.1, , ,W,9999,16.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150218,0.00,T, ,W,2400,9.1, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,33, , ,W,2400,19, , ,W,2400,4.25, , ,W,9999,250, , ,W,9999,260, , ,W,9999,15.0, , ,W,9999,21.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150219,0.00, , ,W,2400,9.1, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,27, , ,W,2400,8, , ,W,2400,11.41, , ,W,9999,280, , ,W,9999,280, , ,W,9999,19.9, , ,W,9999,31.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150220,0.00, , ,W,2400,9.1, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,19, , ,W,2400,2, , ,W,2400,10.29, , ,W,9999,290, , ,W,9999,290, , ,W,9999,21.9, , ,W,9999,36.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150221,0.61, , ,W,2400,9.1, , ,W,9999,3.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,32, , ,W,2400,13, , ,W,2400,4.47, , ,W,9999,200, , ,W,9999,180, , ,W,9999,14.1, , ,W,9999,23.0, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150222,0.10, , ,W,2400,13.0, , ,W,9999,1.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,43, , ,W,2400,32, , ,W,2400,2.91, , ,W,9999,290, , ,W,9999,280, , ,W,9999,12.1, , ,W,9999,17.0, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150223,0.00, , ,W,2400,11.8, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,38, , ,W,2400,8, , ,W,2400,11.18, , ,W,9999,310, , ,W,9999,320, , ,W,9999,17.0, , ,W,9999,29.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150224,0.00, , ,W,2400,11.8, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,24, , ,W,2400,4, , ,W,2400,5.82, , ,W,9999,170, , ,W,9999,180, , ,W,9999,14.1, , ,W,9999,23.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150225,0.00, , ,W,2400,11.8, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,37, , ,W,2400,20, , ,W,2400,6.49, , ,W,9999,280, , ,W,9999,280, , ,W,9999,15.0, , ,W,9999,23.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150226,0.00, , ,W,2400,11.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,32, , ,W,2400,21, , ,W,2400,7.16, , ,W,9999,50, , ,W,9999,50, , ,W,9999,15.0, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150227,0.00, , ,W,2400,11.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,30, , ,W,2400,18, , ,W,2400,6.04, , ,W,9999,310, , ,W,9999,300, , ,W,9999,13.0, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150228,0.00, , ,W,2400,11.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,29, , ,W,2400,13, , ,W,2400,3.58, , ,W,9999,350, , ,W,9999,350, , ,W,9999,12.1, , ,W,9999,18.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150301,0.52, , ,W,2400,9.8, , ,W,9999,4.8, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,31, , ,W,2400,24, , ,W,2400,2.24, , ,W,9999,170, , ,W,9999,170, , ,W,9999,15.0, , ,W,9999,19.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150302,0.00, , ,W,2400,15.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,39, , ,W,2400,27, , ,W,2400,8.05, , ,W,9999,310, , ,W,9999,300, , ,W,9999,18.1, , ,W,9999,34.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150303,0.67, , ,W,2400,14.2, , ,W,9999,1.8, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,37, , ,W,2400,22, , ,W,2400,4.92, , ,W,9999,240, , ,W,9999,250, , ,W,9999,14.1, , ,W,9999,23.9, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150304,0.25, , ,W,2400,13.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,45, , ,W,2400,35, , ,W,2400,6.04, , ,W,9999,250, , ,W,9999,250, , ,W,9999,15.0, , ,W,9999,25.1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150305,0.76, , ,W,2400,13.0, , ,W,9999,7.5, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,40, , ,W,2400,19, , ,W,2400,5.82, , ,W,9999,310, , ,W,9999,300, , ,W,9999,14.1, , ,W,9999,19.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150306,0.00, , ,W,2400,18.9, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,27, , ,W,2400,12, , ,W,2400,6.26, , ,W,9999,250, , ,W,9999,250, , ,W,9999,14.1, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150307,0.00, , ,W,2400,18.1, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,38, , ,W,2400,18, , ,W,2400,5.14, , ,W,9999,250, , ,W,9999,250, , ,W,9999,16.1, , ,W,9999,23.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150308,0.00, , ,W,2400,16.1, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,49, , ,W,2400,37, , ,W,2400,5.14, , ,W,9999,280, , ,W,9999,270, , ,W,9999,19.9, , ,W,9999,30.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150309,0.01, , ,W,2400,13.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,54, , ,W,2400,40, , ,W,2400,4.70, , ,W,9999,290, , ,W,9999,290, , ,W,9999,16.1, , ,W,9999,25.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150310,0.46, , ,W,2400,11.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,53, , ,W,2400,39, , ,W,2400,3.58, , ,W,9999,180, , ,W,9999,170, , ,W,9999,12.1, , ,W,9999,17.0, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150311,0.01, , ,W,2400,5.9, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,59, , ,W,2400,44, , ,W,2400,6.93, , ,W,9999,320, , ,W,9999,330, , ,W,9999,14.1, , ,W,9999,21.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150312,0.00, , ,W,2400,3.9, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,47, , ,W,2400,36, , ,W,2400,8.28, , ,W,9999,350, , ,W,9999,310, , ,W,9999,19.9, , ,W,9999,33.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150313,0.00, , ,W,2400,2.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,43, , ,W,2400,31, , ,W,2400,6.49, , ,W,9999,170, , ,W,9999,190, , ,W,9999,13.0, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150314,0.81, , ,W,2400,1.2, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,51, , ,W,2400,40, , ,W,2400,5.59, , ,W,9999,160, , ,W,9999,170, , ,W,9999,15.0, , ,W,9999,21.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150315,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,44, , ,W,2400,36, , ,W,2400,11.41, , ,W,9999,310, , ,W,9999,320, , ,W,9999,23.0, , ,W,9999,40.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150316,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,52, , ,W,2400,35, , ,W,2400,3.80, , ,W,9999,310, , ,W,9999,310, , ,W,9999,13.0, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150317,0.02, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,57, , ,W,2400,34, , ,W,2400,9.62, , ,W,9999,310, , ,W,9999,310, , ,W,9999,23.9, , ,W,9999,42.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150318,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,39, , ,W,2400,29, , ,W,2400,9.62, , ,W,9999,310, , ,W,9999,290, , ,W,9999,19.9, , ,W,9999,35.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150319,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,43, , ,W,2400,29, , ,W,2400,5.82, , ,W,9999,280, , ,W,9999,310, , ,W,9999,14.1, , ,W,9999,21.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150320,0.40, , ,W,2400,0.0, , ,W,9999,4.5, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,38, , ,W,2400,29, , ,W,2400,7.83, , ,W,9999,60, , ,W,9999,70, , ,W,9999,17.0, , ,W,9999,21.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150321,0.00,T, ,W,2400,5.1, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,47, , ,W,2400,29, , ,W,2400,5.37, , ,W,9999,310, , ,W,9999,320, , ,W,9999,16.1, , ,W,9999,27.1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150322,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,43, , ,W,2400,28, , ,W,2400,7.61, , ,W,9999,310, , ,W,9999,310, , ,W,9999,18.1, , ,W,9999,30.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150323,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,38, , ,W,2400,23, , ,W,2400,6.71, , ,W,9999,310, , ,W,9999,280, , ,W,9999,16.1, , ,W,9999,27.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150324,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,45, , ,W,2400,26, , ,W,2400,4.03, , ,W,9999,360, , ,W,9999,360, , ,W,9999,13.0, , ,W,9999,17.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150325,0.05, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,49, , ,W,2400,34, , ,W,2400,4.47, , ,W,9999,160, , ,W,9999,180, , ,W,9999,13.0, , ,W,9999,21.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150326,0.32, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,62, , ,W,2400,42, , ,W,2400,2.91, , ,W,9999,30, , ,W,9999,360, , ,W,9999,14.1, , ,W,9999,23.0, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150327,0.27, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,46, , ,W,2400,39, , ,W,2400,4.25, , ,W,9999,360, , ,W,9999,290, , ,W,9999,12.1, , ,W,9999,18.1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150328,0.00,T, ,W,2400,0.0, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,40, , ,W,2400,26, , ,W,2400,7.61, , ,W,9999,10, , ,W,9999,310, , ,W,9999,15.0, , ,W,9999,23.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150329,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,46, , ,W,2400,25, , ,W,2400,6.26, , ,W,9999,230, , ,W,9999,250, , ,W,9999,14.1, , ,W,9999,21.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150330,0.00,T, ,W,2400,0.0, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,54, , ,W,2400,36, , ,W,2400,7.83, , ,W,9999,290, , ,W,9999,280, , ,W,9999,23.9, , ,W,9999,44.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150331,0.17, , ,W,2400,0.0, , ,W,9999,0.0,T, ,W,9999,-9999, , , ,9999,-9999, , , ,9999,47, , ,W,2400,35, , ,W,2400,5.37, , ,W,9999,280, , ,W,9999,280, , ,W,9999,13.0, , ,W,9999,19.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150401,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,51, , ,W,2400,32, , ,W,2400,5.14, , ,W,9999,280, , ,W,9999,280, , ,W,9999,15.0, , ,W,9999,23.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150402,0.00, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,67, , ,W,2400,41, , ,W,2400,6.26, , ,W,9999,250, , ,W,9999,260, , ,W,9999,19.9, , ,W,9999,31.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150403,0.04, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,64, , ,W,2400,59, , ,W,2400,6.71, , ,W,9999,250, , ,W,9999,250, , ,W,9999,16.1, , ,W,9999,25.1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00094728,NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,39.6,40.77889,-73.96917,20150404,0.01, , ,W,2400,0.0, , ,W,9999,0.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,60, , ,W,2400,42, , ,W,2400,10.07, , ,W,9999,310, , ,W,9999,310, , ,W,9999,23.9, , ,W,9999,40.9, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
